"id","category","sub_category","year","end_year","country","region","country_income_group","sids","lldc","fcs","ida","recipient_institution","recipient_institution_type","implementing_agency","provider","provider_region","provider_country","provider_type","sector_name","program_scheme_project","fund_name","fund_type","bi_multi_code","allocable","type_of_aid","channel_code","gender","environment","biodiversity","ocean_oda","sustainable_ocean_oda","land_based_oda","plastic_oda","plastic_specific_oda","solid_waste_oda","wastewater_oda","ft_concessional_loan","ft_commercial_loan","ft_equity","ft_grant","ft_others","commitment","created_at","updated_at","sources_intermediaries","archetype","pathways","convertible_bonds","public_offering"
"546","public finance","Domestic Finance","2018","2021","Ethiopia","Africa","High income","1","0","1","1","Ministry of Environment and Renewable Energy","Corporation","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Regional Development Bank","General Environment Protection","MhViRrtyFdOI6ank","Adaptation Fund (AF)","Multilateral","1","0","B03","21000","2",,"0","1","0","1","1","1","0","0","67","84","91","18","19","656","10/10/2024 16:12:53","10/10/2024 16:12:53","Individuals and Family Offices","Recovery for controlled disposal","Non-circular Pathways","54","45"
"547","public finance","Domestic Finance","2018","2023","Canada","North America","Lower middle income","1","1","0","1","Ministry of Environment and Renewable Energy","National Institute","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Government","Water Supply & Sanitation","TBQWh87bF6wYduEg","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","4","0","B03","41107",,"1","0","1","1","1","1","0","0","0","58","50","51","56","77","167","10/10/2024 16:12:53","10/10/2024 16:12:53","World Bank Group (WB)","Value Recovery","Circular Pathways","144","192"
"548","public finance","Development Finance","2020","2018","New Zealand","Oceania","Low income","1","0","1","0","Economic Affairs and Investment Division Ministry of Finance","Intergovernmental Organisation","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","International Agency","Water Supply & Sanitation","MmuocISNF9DBCIFa","Forest Investment Program (FIP)","Multi Donor National","8","1","D02","21000","1","0",,"0","1","1","0","0","1","0","56","51","34","89","21","364","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Circular Use","Circular Pathways","34","94"
"549","public finance","MEA Finance","2020","2018","New Zealand","Oceania","High income","1","1","1","0","UNEP","Regional Development Bank","World Bank","South Korea","Asia","South Korea","International Agency","Water Supply & Sanitation","3E6UFQvM2N2ADfbS","Adaptation Fund (AF)","Multilateral","4","0","B03","11001",,"2","0","0","1","0","0","0","0","0","99","4","16","88","32","466","10/10/2024 16:12:53","10/10/2024 16:12:53","Individuals and Family Offices","Circular Design and Production","Circular Pathways","83","69"
"550","private finance","Private Finance","2020","2022","Somalia","Africa","High income","0","0","1","1","UNEP","Regional Development Bank","World Bank","UNEP","Africa","Kenya","Non-profit organization","Post-Secondary Education","9b4dlZlcZSdo4DbE","Adaptation Fund (AF)","Multi Donor National","3","1","E01","11001",,"0","0","1","1","0","0","0","0","0","66","25","62","22","92","114","10/10/2024 16:12:53","10/10/2024 16:12:53","Local Government","Training/ Capacity Building/ Education","Supporting Pathways","199","174"
"551","public finance","Domestic Finance","2020","2018","Malaysia","Asia","High income","1","1","0","0","Ministry of Environment and Renewable Energy","Regional Government","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Regional Government","General Environment Protection","1l44UE3umifGlZM7","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","3","1","C01","22000","2",,,"1","1","1","0","0","0","0","83","55","54","76","41","881","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Plastic Waste-to-Energy","Non-circular Pathways","11","17"
"552","private finance","Private Finance","2023","2023","Cuba","Latin America and the Caribbean","High income","0","0","0","0","UNEP","International Agency","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Regional Development Bank","General Environment Protection","OTUYi5x991K9LwDw","Forest Investment Program (FIP)","Multi Donor Regional","7","1","B04","41107",,,"1","1","0","1","0","0","1","0","18","58","88","6","52","885","10/10/2024 16:12:53","10/10/2024 16:12:53","Central Government","Plastic Waste-to-Fuel","Non-circular Pathways","22","102"
"553","public finance","Domestic Finance","2023","2024","Mexico","Latin America and the Caribbean","Upper middle income","0","1","0","1","Ministry of Environment and Renewable Energy","Regional Government","World Bank","South Korea","Asia","South Korea","Corporation","General Environment Protection","8vQm7HkBiIR8u4oA","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","1","0","D02","11001","1","0","2","1","1","1","0","0","1","1","55","38","76","21","90","453","10/10/2024 16:12:53","10/10/2024 16:12:53","World Bank Group (WB)","Incineration","Non-circular Pathways","86","164"
"554","public finance","MEA Finance","2022","2018","New Zealand","Oceania","Upper middle income","1","0","1","1","UNEP","Foundation","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Corporation","Water Supply & Sanitation","eZjHGP81K3fFFToa","Amazon Fund","Multi Donor Regional","3","0","E01","21000","1","0",,"1","0","1","1","1","0","0","33","16","82","22","43","561","10/10/2024 16:12:53","10/10/2024 16:12:53","World Bank Group (WB)","Circular Design and Production","Circular Pathways","191","113"
"555","public finance","MEA Finance","2018","2020","India","Asia","Lower middle income","0","0","1","0","UNEP","Regional Government","World Bank","UNEP","Africa","Kenya","Regional Development Bank","Water Supply & Sanitation","jWaZwkOuEVhASSLi","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","3","1","B04","11001",,,,"0","0","0","0","1","0","0","67","57","58","99","67","179","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Public Entities","Circular Use","Circular Pathways","190","174"
"556","public finance","Development Finance","2021","2018","United States","North America","Low income","1","1","1","0","Ministry of Environment and Renewable Energy","Intergovernmental Organisation","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","International Agency","General Environment Protection","tY7F8aulXzOcZC7a","Global Climate Change Alliance (GCCA)","Multilateral","4","1","D02","11001","2","2","0","0","0","0","1","0","1","1","24","71","91","54","50","820","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Plastic Waste-to-Energy","Non-circular Pathways","188","48"
"557","private finance","Private Finance","2019","2021","Indonesia","Asia","Lower middle income","0","0","0","0","UNEP","International Agency","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Non-profit organization","General Environment Protection","fvDDYG44sOEqOgcN","Global Climate Change Alliance (GCCA)","Multilateral","7","0","D02","22000","1",,"1","0","0","0","1","0","0","1","70","46","88","87","13","442","10/10/2024 16:12:53","10/10/2024 16:12:53","United Nations agency, fund or commission","Operational Platforms","Supporting Pathways","10","17"
"558","public finance","Domestic Finance","2021","2024","Australia","Oceania","Low income","0","1","0","1","Economic Affairs and Investment Division Ministry of Finance","Government agency","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Government","Post-Secondary Education","OMMbbN8gW02hWv0s","Global Climate Change Alliance (GCCA)","Multilateral","7","0","B04","11001",,"0","2","0","0","1","1","1","0","0","25","82","79","62","79","845","10/10/2024 16:12:53","10/10/2024 16:12:53","World Bank Group (WB)","Research and Development","Supporting Pathways","112","42"
"559","private finance","Private Finance","2018","2022","Bangladesh","Asia","Low income","0","1","1","0","Ministry of Environment and Renewable Energy","International Agency","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Regional agency","General Environment Protection","x6HDFX3eeBnWyvQ8","Adaptation Fund (AF)","Multilateral","4","1","C01","22000",,"0","2","1","1","0","0","0","0","0","37","82","89","89","98","432","10/10/2024 16:12:53","10/10/2024 16:12:53","Institutional Investors","Circular Design and Production","Circular Pathways","136","198"
"560","public finance","Domestic Finance","2019","2024","Argentina","Latin America and the Caribbean","Low income","1","0","1","1","Ministry of Environment and Renewable Energy","Government agency","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","National Institute","General Environment Protection","JDju3e4T9pM53Dhw","Adaptation Fund (AF)","Multi Donor National","3","0","E01","11001","2","1","0","0","0","1","0","0","0","0","61","50","11","33","31","802","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Plastic Waste-to-Fuel","Non-circular Pathways","31","178"
"561","public finance","Domestic Finance","2020","2022","Bangladesh","Asia","Lower middle income","0","1","1","1","Ministry of Environment and Renewable Energy","Regional Development Bank","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","International Agency","General Environment Protection","RGRnYEcidDoyOWIK","Amazon Fund","Multi Donor National","1","1","D01","21000","0","1","2","1","0","1","1","0","0","0","26","7","49","82","39","850","10/10/2024 16:12:53","10/10/2024 16:12:53","Institutional Investors","Operational Platforms","Supporting Pathways","26","102"
"562","public finance","MEA Finance","2021","2023","Canada","North America","Upper middle income","1","1","1","0","UNEP","Foundation","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Government","Transport & Storage","GMBUjWuDIg6ileBM","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","7","1","C01","11001","0",,"1","1","1","1","0","1","1","1","88","6","79","47","47","284","10/10/2024 16:12:53","10/10/2024 16:12:53","World Bank Group (WB)","Operational Platforms","Supporting Pathways","81","18"
"563","public finance","Domestic Finance","2022","2019","Somalia","Africa","High income","1","1","0","0","UNEP","Regional agency","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","National Institute","General Environment Protection","Ay8mNLSln9ELyarx","Forest Investment Program (FIP)","Multi Donor Regional","7","0","B04","11001","1","0","1","1","0","0","1","1","0","1","42","23","35","36","97","751","10/10/2024 16:12:53","10/10/2024 16:12:53","International Monetary Fund (IMF)","Circular Use","Circular Pathways","61","75"
"564","private finance","Private Finance","2018","2019","Australia","Oceania","Lower middle income","0","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Foundation","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Regional Development Bank","Transport & Storage","J6rGmlvPxWUgtub2","Adaptation for Smallholder Agriculture Programme (ASAP)","Multilateral","4","0","C01","21000",,,"1","0","0","1","1","1","1","0","21","88","84","39","87","108","10/10/2024 16:12:53","10/10/2024 16:12:53","International Monetary Fund (IMF)","Other Services","Supporting Pathways","10","194"
"565","public finance","Development Finance","2019","2020","India","Asia","Lower middle income","0","0","1","0","Ministry of Environment and Renewable Energy","Non-profit organization","World Bank","UNEP","Africa","Kenya","Regional Government","General Environment Protection","4eQzxEjWe60aElxK","Forest Investment Program (FIP)","Multi Donor Regional","4","1","E01","21000","2",,,"0","0","1","0","0","0","0","77","98","26","10","96","698","10/10/2024 16:12:53","10/10/2024 16:12:53","International Monetary Fund (IMF)","Digital Mapping","Supporting Pathways","43","83"
"566","public finance","Development Finance","2019","2018","Egypt","Africa","Upper middle income","0","0","0","1","Economic Affairs and Investment Division Ministry of Finance","Intergovernmental Organisation","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Intergovernmental Organisation","Water Supply & Sanitation","dnXAFlv3nSaXnCUA","Global Environment Facility (GEF4)","Multi Donor National","7","0","E01","41107","0","1",,"0","1","1","0","1","1","0","71","20","40","29","22","941","10/10/2024 16:12:53","10/10/2024 16:12:53","World Bank Group (WB)","Training/ Capacity Building/ Education","Supporting Pathways","58","35"
"567","public finance","Domestic Finance","2020","2018","United Kingdom","Europe","High income","1","1","0","0","Ministry of Environment and Renewable Energy","Regional Development Bank","World Bank","UNEP","Africa","Kenya","National Institute","General Environment Protection","ibBvxb5WcWDf46ix","Amazon Fund","Multi Donor National","8","0","D02","11001","0",,"1","1","1","1","1","0","0","1","70","94","68","76","13","872","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Public Entities","Clean-up","Non-circular Pathways","147","12"
"568","public finance","Domestic Finance","2020","2024","South Korea","Asia","High income","1","1","0","1","Ministry of Environment and Renewable Energy","Non-profit regional funds","World Bank","South Korea","Asia","South Korea","Foundation","General Environment Protection","V7qe2OdVAs55iy0L","Adaptation Fund (AF)","Multi Donor National","7","1","D02","21000","1","0",,"1","1","1","1","1","1","1","18","32","27","61","57","591","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Circular Use","Circular Pathways","27","19"
"569","public finance","MEA Finance","2018","2019","New Zealand","Oceania","Lower middle income","0","1","1","0","Economic Affairs and Investment Division Ministry of Finance","Research Institute","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Government agency","Transport & Storage","3AsD2resBHnAZ9fN","Forest Investment Program (FIP)","Multi Donor Regional","3","0","E01","11001","0",,"0","0","1","1","1","1","1","1","63","6","80","51","87","795","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Public Entities","Plastic Waste-to-Fuel","Non-circular Pathways","102","195"
"570","public finance","Development Finance","2019","2023","Fiji","Oceania","High income","1","1","1","0","Ministry of Environment and Renewable Energy","Government","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Regional Development Bank","Post-Secondary Education","fLr4GsFH0wkNgj3a","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","3","1","B04","11001",,"0",,"0","0","1","1","0","0","1","75","63","56","61","41","997","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Clean-up","Non-circular Pathways","196","46"
"571","public finance","MEA Finance","2023","2021","Egypt","Africa","Upper middle income","1","0","1","1","Ministry of Environment and Renewable Energy","Non-profit regional funds","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Intergovernmental Organisation","Post-Secondary Education","UxjIRvTt71S3YQSS","Amazon Fund","Multi Donor National","7","1","D02","11001","1",,,"1","0","1","1","0","0","0","43","62","18","75","13","472","10/10/2024 16:12:53","10/10/2024 16:12:53","Central Government","Circular Design and Production","Circular Pathways","153","26"
"572","public finance","Domestic Finance","2023","2019","Angola","Africa","Lower middle income","0","0","1","1","UNEP","Foundation","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Intergovernmental Organisation","Transport & Storage","JcXfFGs70K3by1TN","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","8","1","D01","21000",,"2","2","1","0","0","1","0","0","0","43","36","77","57","72","587","10/10/2024 16:12:53","10/10/2024 16:12:53","United Nations agency, fund or commission","Recovery for controlled disposal","Non-circular Pathways","44","169"
"573","public finance","MEA Finance","2021","2019","Spain","Europe","Upper middle income","1","1","0","0","UNEP","Regional Development Bank","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Non-profit organization","Water Supply & Sanitation","83uMC63IJ5gnQfZu","Amazon Fund","Multi Donor National","1","1","D01","11001","2","2","1","0","1","1","1","0","1","0","53","25","94","24","87","879","10/10/2024 16:12:53","10/10/2024 16:12:53","Other MEAs","Plastic Waste-to-Fuel","Non-circular Pathways","59","41"
"574","public finance","Development Finance","2023","2024","Russia","Europe","Upper middle income","0","0","1","1","Economic Affairs and Investment Division Ministry of Finance","Non-profit organization","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Regional agency","General Environment Protection","DHCH1LycANlSQ0Yb","Amazon Fund","Multi Donor National","4","1","C01","11001",,,,"0","0","0","1","1","1","1","43","18","55","68","29","239","10/10/2024 16:12:53","10/10/2024 16:12:53","International Monetary Fund (IMF)","Other Services","Supporting Pathways","19","154"
"575","private finance","Private Finance","2018","2019","United States","North America","Low income","1","1","1","1","UNEP","Foundation","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Non-profit organization","General Environment Protection","mSE2NUO9pnmvc7cS","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","8","0","D01","22000","2",,"1","1","0","1","1","0","1","0","85","22","8","7","20","984","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Circular Design and Production","Circular Pathways","84","158"
"576","public finance","MEA Finance","2022","2018","Kenya","Africa","Lower middle income","1","1","1","0","Ministry of Environment and Renewable Energy","Foundation","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Corporation","Post-Secondary Education","lEWrO3m1vBbA04O0","Global Environment Facility (GEF4)","Multi Donor National","7","0","E01","11001",,"1","0","1","0","1","1","0","1","0","55","53","56","89","12","808","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Operational Platforms","Supporting Pathways","56","73"
"577","public finance","Domestic Finance","2023","2021","Russia","Europe","High income","0","0","1","1","UNEP","Regional agency","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","International Agency","General Environment Protection","hYfKEL62sjnWa21j","Forest Investment Program (FIP)","Multilateral","4","0","E01","21000","2","0","1","1","0","1","1","1","0","1","77","98","67","50","96","593","10/10/2024 16:12:53","10/10/2024 16:12:53","Institutional Investors","Managed Landfilling","Non-circular Pathways","129","38"
"578","public finance","Domestic Finance","2020","2020","Spain","Europe","Lower middle income","0","1","1","1","Economic Affairs and Investment Division Ministry of Finance","Research Institute","World Bank","South Korea","Asia","South Korea","Intergovernmental Organisation","Water Supply & Sanitation","K4zCsbwWYNiR0sTU","Adaptation for Smallholder Agriculture Programme (ASAP)","Multilateral","1","1","D01","22000","2",,,"0","1","1","1","0","1","1","50","76","93","23","80","876","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Plastic Waste-to-Energy","Non-circular Pathways","179","22"
"579","public finance","MEA Finance","2024","2023","China","Asia","Low income","0","1","1","0","UNEP","Regional Government","World Bank","UNEP","Africa","Kenya","National Institute","General Environment Protection","YytJqIxPmshGsAo1","Global Environment Facility (GEF4)","Multilateral","7","1","D02","11001","1","0","2","0","0","0","1","0","1","1","84","19","53","16","25","147","10/10/2024 16:12:53","10/10/2024 16:12:53","ILBI*","Circular Use","Circular Pathways","36","19"
"580","public finance","MEA Finance","2019","2018","Canada","North America","High income","1","0","0","1","Ministry of Environment and Renewable Energy","Intergovernmental Organisation","World Bank","Sweden","Europe","Sweden","Non-profit regional funds","Transport & Storage","xfgTFubdAJ4YEBI7","Adaptation Fund (AF)","Multi Donor National","1","1","D02","41107","2","0",,"1","1","1","1","1","0","0","2","14","56","15","97","886","10/10/2024 16:12:53","10/10/2024 16:12:53","United Nations agency, fund or commission","Operational Platforms","Supporting Pathways","160","88"
"581","public finance","MEA Finance","2024","2021","South Korea","Asia","High income","0","1","1","0","Economic Affairs and Investment Division Ministry of Finance","International Agency","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Intergovernmental Organisation","Transport & Storage","slHnV1aXLU21t2Vn","Amazon Fund","Multi Donor Regional","8","1","D02","21000",,"0","0","0","1","0","1","0","0","1","21","87","44","29","81","269","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Digital Mapping","Supporting Pathways","158","192"
"582","public finance","Development Finance","2018","2023","United Kingdom","Europe","Low income","0","1","0","1","UNEP","Regional Development Bank","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Intergovernmental Organisation","Water Supply & Sanitation","YEwclb0LHlbj2BpJ","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","7","0","D02","11001","0","0","2","1","1","1","1","0","0","0","21","34","59","59","80","658","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Training/ Capacity Building/ Education","Supporting Pathways","197","145"
"583","public finance","MEA Finance","2023","2019","Bangladesh","Asia","Low income","0","1","1","1","Ministry of Environment and Renewable Energy","Regional Government","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Government agency","Transport & Storage","fs1kRTMv1C8Zsco5","Forest Investment Program (FIP)","Multi Donor National","4","0","B04","11001","0","1","1","1","0","1","1","1","0","1","9","79","37","46","78","668","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Plastic Waste-to-Fuel","Non-circular Pathways","92","67"
"584","public finance","Domestic Finance","2022","2020","Egypt","Africa","High income","1","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Research Institute","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Research Institute","Post-Secondary Education","Gc6CGE3uULeGlRcZ","Forest Investment Program (FIP)","Multi Donor Regional","1","1","D02","21000","2","1","2","1","0","1","1","0","1","0","63","29","45","35","26","580","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Other Services","Supporting Pathways","28","174"
"585","public finance","MEA Finance","2018","2020","Chile","Latin America and the Caribbean","High income","1","1","1","0","UNEP","International Agency","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Government","Transport & Storage","QxuOcU5oQ0HI7Mc1","Global Environment Facility (GEF4)","Multilateral","7","1","C01","21000","2",,"2","1","0","0","1","0","0","1","42","43","68","21","37","288","10/10/2024 16:12:53","10/10/2024 16:12:53","United Nations agency, fund or commission","Circular Design and Production","Circular Pathways","180","200"
"586","public finance","MEA Finance","2019","2023","Australia","Oceania","High income","0","0","0","1","Ministry of Environment and Renewable Energy","Intergovernmental Organisation","World Bank","South Korea","Asia","South Korea","Intergovernmental Organisation","Post-Secondary Education","SuWyPVWhjYATfY0h","Amazon Fund","Multilateral","4","0","B03","11001","1",,,"1","1","1","0","1","0","0","48","63","65","13","95","390","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Multilateral Institution","Other Services","Supporting Pathways","118","186"
"587","public finance","MEA Finance","2018","2024","Argentina","Latin America and the Caribbean","Lower middle income","1","1","1","1","Ministry of Environment and Renewable Energy","Research Institute","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Corporation","Post-Secondary Education","4NqVKLZaJhCoVPu2","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","4","0","B04","21000",,"2","1","1","1","1","0","0","0","1","4","29","29","56","31","326","10/10/2024 16:12:53","10/10/2024 16:12:53","Commercial Banks and Similar FIs","Clean-up","Non-circular Pathways","164","138"
"588","public finance","MEA Finance","2024","2021","Canada","North America","Upper middle income","1","0","0","0","Ministry of Environment and Renewable Energy","Regional agency","World Bank","UNEP","Africa","Kenya","Government agency","Transport & Storage","DZVAOHM6ptMJpqz7","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","1","0","D01","11001","0",,"0","0","1","0","0","1","0","0","86","58","55","10","35","910","10/10/2024 16:12:53","10/10/2024 16:12:53","ILBI*","Incineration","Non-circular Pathways","46","45"
"589","public finance","MEA Finance","2018","2020","Fiji","Oceania","High income","0","1","1","1","Economic Affairs and Investment Division Ministry of Finance","Intergovernmental Organisation","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Regional Government","General Environment Protection","PeCeVo4BpfKmHOCd","Global Environment Facility (GEF4)","Multilateral","7","1","E01","11001","1","2","0","0","0","0","1","1","0","0","62","21","12","54","83","531","10/10/2024 16:12:53","10/10/2024 16:12:53","World Bank Group (WB)","Plastic Waste-to-Fuel","Non-circular Pathways","74","36"
"590","public finance","Domestic Finance","2023","2021","Canada","North America","Lower middle income","1","1","1","1","Ministry of Environment and Renewable Energy","Regional Government","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Regional Development Bank","General Environment Protection","DvETxWA9NNA6dJtP","Amazon Fund","Multi Donor National","4","0","C01","21000",,"1","0","0","1","1","1","1","1","1","90","37","13","71","7","207","10/10/2024 16:12:53","10/10/2024 16:12:53","European Union Institution","Clean-up","Non-circular Pathways","193","82"
"591","public finance","Domestic Finance","2019","2023","United States","North America","High income","1","0","0","1","Ministry of Environment and Renewable Energy","Non-profit organization","World Bank","UNEP","Africa","Kenya","Non-profit organization","Transport & Storage","hwv2erlZaqlTVvUX","Global Environment Facility (GEF4)","Multi Donor Regional","3","1","D01","11001",,,"0","0","0","0","1","0","0","0","32","90","37","17","80","210","10/10/2024 16:12:53","10/10/2024 16:12:53","Other MEAs","Managed Landfilling","Non-circular Pathways","120","185"
"592","public finance","MEA Finance","2021","2018","Sweden","Europe","Lower middle income","0","0","0","0","UNEP","Non-profit organization","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Non-profit regional funds","Water Supply & Sanitation","BwcKmAuqERQ2TC3y","Forest Investment Program (FIP)","Multilateral","4","1","B04","22000","0",,,"1","1","1","1","1","0","1","50","36","41","15","87","205","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Circular Design and Production","Circular Pathways","88","113"
"593","public finance","Development Finance","2022","2024","Cuba","Latin America and the Caribbean","Lower middle income","0","1","0","0","Economic Affairs and Investment Division Ministry of Finance","Regional agency","World Bank","South Korea","Asia","South Korea","Government agency","Water Supply & Sanitation","UUMnlzWSEVKepOFj","Global Environment Facility (GEF4)","Multilateral","4","1","D01","11001","1","1",,"1","0","0","1","1","1","0","63","90","18","90","66","183","10/10/2024 16:12:53","10/10/2024 16:12:53","ILBI*","Training/ Capacity Building/ Education","Supporting Pathways","143","193"
"594","public finance","Domestic Finance","2023","2021","Russia","Europe","Upper middle income","0","0","1","1","Economic Affairs and Investment Division Ministry of Finance","International Agency","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Intergovernmental Organisation","Transport & Storage","77dipif5t9u9MoEZ","Amazon Fund","Multi Donor Regional","7","0","B04","41107","0","2",,"1","1","0","1","1","0","1","68","61","63","47","33","911","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Training/ Capacity Building/ Education","Supporting Pathways","88","17"
"595","public finance","Domestic Finance","2020","2021","Argentina","Latin America and the Caribbean","Low income","0","0","1","0","Economic Affairs and Investment Division Ministry of Finance","Non-profit organization","World Bank","UNEP","Africa","Kenya","Research Institute","Post-Secondary Education","LGBuDUk739ZakpwS","Adaptation Fund (AF)","Multi Donor National","1","0","E01","11001","0","0","1","0","0","1","0","1","0","0","4","22","95","11","100","584","10/10/2024 16:12:53","10/10/2024 16:12:53","Local Government","Value Recovery","Circular Pathways","49","150"
"596","public finance","MEA Finance","2024","2018","China","Asia","Upper middle income","1","0","1","0","Economic Affairs and Investment Division Ministry of Finance","Regional Government","World Bank","Sweden","Europe","Sweden","Regional agency","Transport & Storage","bExLWs0sOOkLaPzQ","Forest Investment Program (FIP)","Multilateral","1","1","B04","11001","0","1","0","0","0","0","0","0","1","0","48","57","33","8","87","839","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Value Recovery","Circular Pathways","66","117"
"597","private finance","Private Finance","2021","2023","Russia","Europe","Low income","1","0","1","1","Ministry of Environment and Renewable Energy","Government","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Foundation","Post-Secondary Education","kBLedbJS8vaFvLuQ","Global Environment Facility (GEF4)","Multi Donor National","7","0","E01","41107","1",,"1","0","0","0","1","1","1","0","21","62","86","75","89","195","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Value Recovery","Circular Pathways","164","31"
"598","public finance","MEA Finance","2018","2018","Angola","Africa","Lower middle income","1","1","1","0","UNEP","International Agency","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Intergovernmental Organisation","Transport & Storage","XL1NPmQzcVDMPaHp","Forest Investment Program (FIP)","Multi Donor National","8","0","E01","21000","2","2",,"0","1","0","0","1","0","1","33","55","9","49","26","856","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Operational Platforms","Supporting Pathways","163","161"
"599","public finance","MEA Finance","2019","2019","Kenya","Africa","High income","0","1","1","1","UNEP","Regional Development Bank","World Bank","UNEP","Africa","Kenya","Non-profit regional funds","Post-Secondary Education","c6HmlinyFXLsqlvx","Forest Investment Program (FIP)","Multi Donor Regional","4","0","B03","11001","1",,"0","1","1","1","0","0","1","1","82","95","78","91","11","956","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Plastic Waste-to-Energy","Non-circular Pathways","175","87"
